"Store Number","Store Name","Address","City","State","Zip","Phone","Latitude","Longitude","Car Wash","Sells Gas","Sells Diesel","Sells BioDiesel","Sells CNG","Sells LNG","Sells DEF","Sells E85"
"117","KWIK TRIP #117","4890 RICE LAKE RD","DULUTH","MN","55803","(218) 727-8466","46.86548","-92.1506","Yes","Yes","Yes","No","No","No","Yes","Yes"
"274","KWIK TRIP #274","6 W CENTRAL ENTRANCE","DULUTH","MN","55811","(218) 722-1268","46.79981","-92.13291","No","Yes","Yes","No","No","No","No","Yes"
"273","KWIK TRIP #273","6516 GRAND AVE","DULUTH","MN","55807","(218) 624-2616","46.73042","-92.18018","Yes","Yes","Yes","No","Yes","No","Yes","Yes"
"489","KWIK TRIP #489","415 HESTER ST E","DUNDAS","MN","55019","(507) 645-2262","44.42716","-93.19825","Yes","Yes","Yes","No","No","No","Yes","Yes"
"662","KWIK TRIP #662","3145 DODD RD STE A","EAGAN","MN","55121","(651) 405-8543","44.84381","-93.12375","Yes","Yes","Yes","No","Yes","No","Yes","Yes"
"179","KWIK TRIP #179","4600 SLATER RD","EAGAN","MN","55122","(651) 882-6292","44.78949","-93.22398","No","Yes","Yes","No","No","No","No","Yes"
"753","KWIK TRIP #753","380 SANDSTONE DR NW","EYOTA","MN","55934","(507) 545-2120","43.99778","-92.24777","No","Yes","Yes","No","No","No","Yes","Yes"
"424","KWIK TRIP #424","217 S STATE ST","FAIRMONT","MN","56031","(507) 238-2350","43.65146","-94.44657","Yes","Yes","Yes","No","No","No","No","Yes"
"793","KWIK TRIP #793","1112 2ND AVE NW","FARIBAULT","MN","55021","(507) 332-7844","44.30294","-93.272","No","Yes","No","No","No","No","No","No"
"744","KWIK TRIP #744","1508 9TH AVE SW","FARIBAULT","MN","55021","(507) 334-8788","44.27231","-93.28299","No","Yes","No","No","No","No","No","No"
"745","KWIK TRIP #745","102 5TH AVE NE","FARIBAULT","MN","55021","(507) 334-7259","44.29167","-93.26138","No","Yes","No","No","No","No","No","No"
"772","KWIK TRIP #772","1405 HIGHWAY 60 W","FARIBAULT","MN","55021","(507) 332-2138","44.29395","-93.28886","Yes","Yes","Yes","No","No","No","No","No"
"443","KWIK TRIP #443","18290 PILOT KNOB RD","FARMINGTON","MN","55024","(651) 463-8902","44.68429","-93.17612","No","Yes","Yes","No","No","No","No","Yes"
"693","KWIK TRIP #693","217 ELM ST","FARMINGTON","MN","55024","(651) 460-2082","44.64076","-93.14578","No","Yes","Yes","No","No","No","No","No"
"429","KWIK TRIP #429","4868 208TH ST N","FOREST LAKE","MN","55025","(651) 982-1123","45.25178","-93.00848","Yes","Yes","Yes","No","No","No","No","Yes"
"1049","KWIK TRIP #1049","2600 11TH ST E","GLENCOE","MN","55336","(320) 864-3062","44.76957","-94.12768","Yes","Yes","Yes","No","No","No","Yes","Yes"
"848","KWIK TRIP #848","415 MAIN AVE N","HARMONY","MN","55939","(507) 886-2424","43.55869","-92.01045","No","Yes","Yes","No","No","No","No","No"
"249","KWIK TRIP #249","1630 VERMILLION ST","HASTINGS","MN","55033","(651) 437-4543","44.729","-92.85298","Yes","Yes","Yes","No","No","No","No","Yes"
"216","KWIK TRIP #216","4805 MILLER TRUNK HIGHWAY","HERMANTOWN","MN","55811","(218) 722-4171","46.82347","-92.18749","Yes","Yes","Yes","No","No","No","No","Yes"
"572","KWIK TRIP #572","4145 HAINES RD","HERMANTOWN","MN","55811","(218) 727-8176","46.80815","-92.17546","Yes","Yes","Yes","No","No","No","No","Yes"
"220","KWIK TRIP #220","4978 MILLER TRUNK HIGHWAY","HERMANTOWN","MN","55811","(218) 729-7004","46.83315","-92.20657","Yes","Yes","Yes","No","No","No","Yes","Yes"
"186","KWIK TRIP #186","460 MORRIS AVE","HINCKLEY","MN","55037","(320) 384-9936","46.00981","-92.92601","No","Yes","Yes","No","No","No","Yes","Yes"
"825","KWIK TRIP #825","HWYS 16 44","HOKAH","MN","55941","(507) 894-4800","43.76362","-91.34609","No","Yes","Yes","No","No","No","No","No"
"454","KWIK TRIP #454","14730 VICTOR HUGO BLVD N","HUGO","MN","55038","(651) 407-5126","45.16433","-93.01809","Yes","Yes","Yes","No","No","No","No","Yes"
"316","KWIK TRIP #316","10 DENVER AVE SE","HUTCHINSON","MN","55350","(320) 587-6010","44.86995","-94.37416","Yes","Yes","Yes","No","No","No","No","Yes"
"1019","KWIK TRIP #1019","400 E DUAL BLVD","ISANTI","MN","55040","(763) 444-9063","45.49324","-93.24175","Yes","Yes","Yes","No","No","No","Yes","Yes"
"619","KWIK TRIP #619","200 8TH ST SE","KASSON","MN","55944","(507) 634-4651","44.02144","-92.747","Yes","Yes","Yes","No","No","No","Yes","Yes"
"814","KWIK TRIP #814","115 S KNOWLTON ST","KELLOGG","MN","55945","(507) 767-4768","44.3071","-92.00412","No","Yes","No","No","No","No","No","No"
"437","KWIK TRIP #437","319 S 3RD ST","LA CRESCENT","MN","55947","(507) 895-8710","43.82583","-91.305","No","Yes","Yes","No","No","No","No","No"
"614","KWIK TRIP #614","216 N 4TH ST","LA CRESCENT","MN","55947","(507) 895-8700","43.83328","-91.30223","No","Yes","Yes","No","No","No","No","No"
"844","KWIK TRIP #844","994 W LYON AVE","LAKE CITY","MN","55041","(651) 345-3011","44.44314","-92.27535","Yes","Yes","Yes","No","No","No","No","Yes"
"600","KWIK TRIP #600","119 N LAKESHORE DR","LAKE CITY","MN","55041","(651) 345-2449","44.44965","-92.26765","No","Yes","No","No","No","No","No","No"
"248","KWIK TRIP #248","9955 HUDSON BLVD N","LAKE ELMO","MN","55042","(651) 264-9514","44.95088","-92.90499","Yes","Yes","Yes","No","No","No","No","Yes"
"1078","KWIK TRIP #1078","8513 5TH ST N","LAKE ELMO","MN","55042","(651) 734-0129","44.95812","-92.93365","Yes","Yes","Yes","No","No","No","No","Yes"
"343","KWIK TRIP #343","17388 GLACIER WAY","LAKEVILLE","MN","55044","(952) 432-3888","44.69788","-93.21833","Yes","Yes","Yes","No","No","No","No","No"
"692","KWIK TRIP #692","20187 DODD BLVD","LAKEVILLE","MN","55044","(952) 985-5277","44.65729","-93.25333","No","Yes","Yes","No","No","No","No","No"
"694","KWIK TRIP #694","16260 KENRICK AVE","LAKEVILLE","MN","55044","(952) 898-3633","44.71337","-93.27863","Yes","Yes","Yes","No","No","No","No","No"
"737","KWIK TRIP #737","195 COUNTY ROAD 25","LEWISTON","MN","55952","(507) 523-3300","43.98756","-91.85947","No","Yes","Yes","No","No","No","No","No"
"344","KWIK TRIP #344","1549 MADISON AVE","MANKATO","MN","56001","(507) 345-1202","44.16629","-93.96477","No","Yes","Yes","No","No","No","No","No"
"275","KWIK TRIP #275","1701 PREMIER DR","MANKATO","MN","56001","(507) 388-5053","44.18801","-93.95074","Yes","Yes","Yes","No","No","No","No","Yes"
"1011","KWIK TRIP #1011","921 CONEFLOWER DR","MANKATO","MN","56001","(507) 345-1454","44.15623","-93.94505","Yes","Yes","Yes","No","No","No","No","Yes"
"379","KWIK TRIP #379","1701 MONKS AVE","MANKATO","MN","56001","(507) 344-0067","44.14448","-93.9886","Yes","Yes","Yes","No","No","No","No","Yes"
"334","KWIK TRIP #334","1271 N RIVER DR","MANKATO","MN","56001","(507) 625-4190","44.18803","-94.01279","No","Yes","Yes","No","Yes","No","Yes","Yes"
"431","KWIK TRIP #431","17 STOLTZMAN RD","MANKATO","MN","56001","(507) 386-1599","44.15967","-94.01458","No","Yes","Yes","No","No","No","No","No"
"449","KWIK TRIP #449","1291 RAINTREE RD","MANKATO","MN","56001","(507) 345-8466","44.17781","-93.96749","Yes","Yes","Yes","No","No","No","No","No"
"1026","KWIK TRIP #1026","920 1ST ST E","MILACA","MN","56353","(320) 983-2010","45.75661","-93.63974","No","Yes","Yes","No","No","No","Yes","Yes"
"623","KWIK TRIP #623","7020 HIGHWAY 61 W","MINNESOTA CITY","MN","55959","(507) 452-6230","44.07734","-91.73155","No","Yes","Yes","No","Yes","No","Yes","No"
"345","KWIK TRIP #345","9440 STATE HIGHWAY 25 NE","MONTICELLO","MN","55362","(763) 295-8857","45.28727","-93.80352","Yes","Yes","Yes","No","No","No","No","Yes"
"177","KWIK TRIP #177","9855 HART BLVD","MONTICELLO","MN","55362","(763) 295-0689","45.29342","-93.76782","Yes","Yes","Yes","No","No","No","No","No"
"166","KWIK TRIP #166","4694 OPPORTUNITY DR","MOOSE LAKE","MN","55767","(218) 485-5782","46.43319","-92.75675","Yes","Yes","Yes","No","No","No","Yes","Yes"
"1037","KWIK TRIP #1037","707 MCLEAN ST","MORA","MN","55051","(320) 679-1015","45.86782","-93.29681","Yes","Yes","Yes","No","No","No","Yes","Yes"
"1090","KWIK TRIP #1090","101 CHALUPSKY AVE NE","NEW PRAGUE","MN","56071","(952) 758-2334","44.54403","-93.55601","Yes","Yes","Yes","No","No","No","Yes","Yes"
"926","KWIK TRIP #926","100 4TH AVE NW","NEW PRAGUE","MN","56071","(952) 758-3390","44.54458","-93.58488","Yes","Yes","Yes","No","No","No","Yes","Yes"
"432","KWIK TRIP #432","1521 S BROADWAY ST","NEW ULM","MN","56073","(507) 233-8940","44.29763","-94.44557","Yes","Yes","No","No","No","No","No","No"
"931","KWIK TRIP #931","6849 SAINT CROIX TRL","NORTH BRANCH","MN","55056","(651) 237-1173","45.51131","-92.96935","Yes","Yes","Yes","No","No","No","Yes","Yes"
"930","KWIK TRIP #930","5435 SAINT CROIX TRL","NORTH BRANCH","MN","55056","(651) 674-1901","45.50956","-92.99893","Yes","Yes","Yes","No","No","No","Yes","Yes"
"615","KWIK TRIP #615","1740 COMMERCE DR","NORTH MANKATO","MN","56003","(507) 388-2410","44.17941","-94.03663","Yes","Yes","Yes","No","No","No","No","Yes"
"385","KWIK TRIP #385","500 LAUREL CT","NORTHFIELD","MN","55057","(507) 645-6053","44.45453","-93.16694","Yes","Yes","Yes","No","No","No","No","Yes"
"854","KWIK TRIP #854","520 REFORM ST N","NORWOOD YOUNG AMERICA","MN","55368","(952) 467-1957","44.77384","-93.92916","Yes","Yes","Yes","No","No","No","Yes","Yes"
"111","KWIK TRIP #111","12585 58TH ST N","OAK PARK HEIGHTS","MN","55082","(651) 430-1591","45.03292","-92.85236","Yes","Yes","Yes","No","No","No","Yes","Yes"
"869","KWIK TRIP #869","3355 HADLEY AVE N","OAKDALE","MN","55128","(651) 777-7103","44.99691","-92.96398","Yes","Yes","Yes","No","No","No","No","Yes"
"162","KWIK TRIP #162","16401 72ND ST NE","OTSEGO","MN","55330","(763) 441-9952","45.25282","-93.55236","Yes","Yes","Yes","No","No","No","Yes","Yes"
"237","KWIK TRIP #237","135 LANDMARK DR NE","OWATONNA","MN","55060","(507) 451-3905","44.11014","-93.2249","No","Yes","Yes","No","No","No","No","No"
"435","KWIK TRIP #435","1075 W FRONTAGE RD","OWATONNA","MN","55060","(507) 446-9576","44.09586","-93.25375","Yes","Yes","Yes","No","No","No","No","Yes"
"806","KWIK TRIP #806","320 MINERAL SPRINGS RD","OWATONNA","MN","55060","(507) 455-1541","44.09033","-93.21922","Yes","Yes","Yes","No","No","No","No","Yes"
"1088","KWIK TRIP #1088","410 HOFFMAN DR","OWATONNA","MN","55060","(507) 451-1268","44.08841","-93.23055","No","Yes","Yes","No","No","No","No","No"
"403","KWIK TRIP #403","2270 NW 46TH ST","OWATONNA","MN","55060","(507) 446-8176","44.13964","-93.25243","No","Yes","Yes","No","Yes","No","Yes","No"
"641","KWIK TRIP #641","1220 S OAK AVE","OWATONNA","MN","55060","(507) 451-3384","44.071","-93.22885","No","Yes","No","No","No","No","No","No"
"598","KWIK TRIP #598","645 OPPORTUNITY PARK DR","PAYNESVILLE","MN","56362","(320) 243-2118","45.37492","-94.73254","Yes","Yes","Yes","No","No","No","Yes","Yes"
"640","KWIK TRIP #640","100 1ST ST NE","PINE ISLAND","MN","55963","(507) 356-8389","44.20467","-92.64578","No","Yes","No","No","No","No","No","No"
"245","KWIK TRIP #245","95 4TH AVE SE","PLAINVIEW","MN","55964","(507) 534-1295","44.16144","-92.16662","No","Yes","Yes","No","No","No","No","Yes"
"411","KWIK TRIP #411","1605 ANNAPOLIS LN N","PLYMOUTH","MN","55441","(763) 577-1983","44.99722","-93.45473","Yes","Yes","No","No","No","No","No","No"
"928","KWIK TRIP #928","707 NORTHLAND DR","PRINCETON","MN","55371","(763) 389-3755","45.55558","-93.58403","Yes","Yes","Yes","No","No","No","Yes","Yes"
"281","KWIK TRIP #281","16751 FISH POINT RD SE","PRIOR LAKE","MN","55372","(952) 440-1100","44.70773","-93.41018","Yes","Yes","Yes","No","No","No","No","Yes"
"305","KWIK TRIP #305","915 MAIN ST","RED WING","MN","55066","(651) 388-2841","44.56333","-92.54166","No","Yes","Yes","No","No","No","No","No"
"481","KWIK TRIP #481","4820 HIGHWAY 61 W","RED WING","MN","55066","(651) 388-7936","44.56769","-92.62499","Yes","Yes","Yes","No","No","No","No","Yes"
"376","KWIK TRIP #376","301 W 7TH ST","RED WING","MN","55066","(651) 267-0154","44.56264","-92.52849","No","Yes","Yes","No","No","No","No","No"
"438","KWIK TRIP #438","2109 2ND ST SW","ROCHESTER","MN","55902","(507) 292-7820","44.02223","-92.49601","Yes","Yes","Yes","No","No","No","No","Yes"
"464","KWIK TRIP #464","4760 COMMERCIAL DR SW","ROCHESTER","MN","55902","(507) 536-2532","43.95417","-92.47166","Yes","Yes","Yes","No","No","No","Yes","Yes"
"382","KWIK TRIP #382","4120 HIGHWAY 52 N","ROCHESTER","MN","55901","(507) 529-1726","44.06601","-92.50254","No","Yes","Yes","No","No","No","No","Yes"
"672","KWIK TRIP #672","1933 BROADWAY AVE S","ROCHESTER","MN","55904","(507) 280-7624","43.99302","-92.46334","Yes","Yes","Yes","No","No","No","No","Yes"
"279","KWIK TRIP #279","6413 BANDEL RD NW","ROCHESTER","MN","55901","(507) 281-6331","44.09213","-92.51037","Yes","Yes","Yes","No","No","No","Yes","Yes"
"659","KWIK TRIP #659","1990 SCOTT RD NW","ROCHESTER","MN","55901","(507) 289-2185","44.04435","-92.51523","Yes","Yes","Yes","No","Yes","No","Yes","No"
"418","KWIK TRIP #418","3531 9TH ST NW","ROCHESTER","MN","55901","(507) 288-2164","44.03486","-92.51792","Yes","Yes","Yes","No","No","No","No","No"
"433","KWIK TRIP #433","560 11TH AVE NW","ROCHESTER","MN","55901","(507) 292-6981","44.02896","-92.47828","Yes","Yes","Yes","No","No","No","No","No"
"335","KWIK TRIP #335","2335 26TH ST NE","ROCHESTER","MN","55906","(507) 282-0192","44.05041","-92.42993","Yes","Yes","Yes","No","No","No","No","No"
"357","KWIK TRIP #357","1221 MARION RD SE","ROCHESTER","MN","55904","(507) 287-8644","44.00759","-92.44137","Yes","Yes","Yes","No","No","No","No","No"
"388","KWIK TRIP #388","3111 WELLNER DR NE","ROCHESTER","MN","55906","(507) 292-0431","44.05637","-92.4536","No","Yes","Yes","No","No","No","No","No"
"321","KWIK TRIP #321","1350 SALEM RD SW","ROCHESTER","MN","55902","(507) 529-5060","44.00417","-92.48638","Yes","Yes","Yes","No","No","No","No","No"
"590","KWIK TRIP #590","3520 SARAH PL NW","ROCHESTER","MN","55901","(507) 289-1450","44.05903","-92.52773","Yes","Yes","Yes","No","No","No","Yes","Yes"
"364","KWIK TRIP #364","3490 55TH ST NW","ROCHESTER","MN","55901","(507) 536-2503","44.07917","-92.51555","Yes","Yes","Yes","No","No","No","No","No"
"341","KWIK TRIP #341","315 12TH ST SE","ROCHESTER","MN","55904","(507) 536-9470","44.00735","-92.45814","No","Yes","Yes","No","No","No","No","No"
"570","KWIK TRIP #570","8090 COUNTY ROAD 50","ROCKFORD","MN","55373","(763) 477-5250","45.08586","-93.73204","Yes","Yes","Yes","No","No","No","No","Yes"
"697","KWIK TRIP #697","14810 S ROBERT TRL","ROSEMOUNT","MN","55068","(651) 322-1550","44.73491","-93.12584","No","Yes","No","No","No","No","No","No"
"592","KWIK TRIP #592","1225 W 4TH ST","RUSH CITY","MN","55069","(320) 358-3306","45.68522","-92.98149","No","Yes","Yes","No","No","No","Yes","Yes"
"609","KWIK TRIP #609","110 STATE ROAD 16","RUSHFORD","MN","55971","(507) 864-4800","43.80523","-91.75449","No","Yes","Yes","No","No","No","No","No"
"477","KWIK TRIP #477","8800 HIGHWAY 7","SAINT BONIFACIUS","MN","55375","(952) 446-9292","44.90131","-93.74825","Yes","Yes","Yes","No","No","No","No","Yes"
"754","KWIK TRIP #754","160 E 6TH ST","SAINT CHARLES","MN","55972","(507) 932-4673","43.97164","-92.06381","No","Yes","No","No","No","No","No","No"
"150","KWIK TRIP #150","6250 COUNTY ROAD 120","SAINT CLOUD","MN","56303","(320) 251-4661","45.58574","-94.23819","Yes","Yes","Yes","No","No","No","No","Yes"
"120","KWIK TRIP #120","725 44TH AVE N","SAINT CLOUD","MN","56303","(320) 251-4192","45.56588","-94.21351","No","Yes","Yes","No","No","No","Yes","Yes"
"146","KWIK TRIP #146","2211 W DIVISION ST","SAINT CLOUD","MN","56301","(320) 251-0147","45.5538","-94.1849","No","Yes","Yes","No","No","No","No","Yes"
"149","KWIK TRIP #149","750 15TH AVE SE","SAINT CLOUD","MN","56304","(320) 253-5089","45.55741","-94.12921","Yes","Yes","Yes","No","No","No","Yes","Yes"
"151","KWIK TRIP #151","3705 23RD ST S","SAINT CLOUD","MN","56301","(320) 253-3752","45.53894","-94.20444","Yes","Yes","Yes","No","No","No","No","Yes"
"158","KWIK TRIP #158","1230 HIGHWAY 23 E","SAINT CLOUD","MN","56304","(320) 251-2604","45.56671","-94.13462","Yes","Yes","Yes","No","No","No","Yes","Yes"
"943","KWIK TRIP #943","4020 233RD AVE NW","SAINT FRANCIS","MN","55070","(763) 753-4480","45.39194","-93.36796","Yes","Yes","Yes","No","No","No","No","Yes"
"575","KWIK TRIP #575","15 20TH AVE SE","SAINT JOSEPH","MN","56374","(320) 363-4819","45.56434","-94.29066","Yes","Yes","Yes","No","No","No","Yes","Yes"
"147","KWIK TRIP #147","200 2ND AVE NW","SAINT JOSEPH","MN","56374","(320) 363-4951","45.56727","-94.32189","Yes","Yes","Yes","No","No","No","No","Yes"
"681","KWIK TRIP #681","4400 O DAY AVE NE","SAINT MICHAEL","MN","55376","(763) 497-2447","45.21768","-93.5981","Yes","Yes","Yes","No","Yes","No","Yes","Yes"
"466","KWIK TRIP #466","1305 S MINNESOTA AVE","SAINT PETER","MN","56082","(507) 934-3030","44.31487","-93.964","Yes","Yes","Yes","No","No","No","No","Yes"
"153","KWIK TRIP #153","105 2ND ST S","SARTELL","MN","56377","(320) 253-5662","45.61536","-94.20456","Yes","Yes","Yes","No","No","No","No","Yes"
"154","KWIK TRIP #154","245 18TH ST N","SAUK RAPIDS","MN","56379","(320) 251-0250","45.60998","-94.17712","Yes","Yes","Yes","No","No","No","Yes","Yes"
"663","KWIK TRIP #663","14175 VERNON AVE S","SAVAGE","MN","55378","(952) 440-6030","44.74735","-93.35082","No","Yes","No","No","No","No","No","No"
"447","KWIK TRIP #447","8225 CROSSINGS BLVD","SHAKOPEE","MN","55379","(952) 233-1209","44.77158","-93.41281","Yes","Yes","Yes","No","No","No","No","Yes"
"441","KWIK TRIP #441","1522 VIERLING DR E","SHAKOPEE","MN","55379","(952) 496-1081","44.78065","-93.50425","Yes","Yes","Yes","No","No","No","No","No"
"178","KWIK TRIP #178","455 CONCORD ST S","SOUTH ST PAUL","MN","55075","(651) 457-5622","44.88389","-93.03055","Yes","Yes","Yes","No","Yes","No","Yes","Yes"
"736","KWIK TRIP #736","142 W MAIN ST","SPRING GROVE","MN","55974","(507) 498-5841","43.56114","-91.63755","No","Yes","Yes","No","No","No","No","No"
"831","KWIK TRIP #831","640 N BROADWAY ST","SPRING VALLEY","MN","55975","(507) 346-2032","43.69548","-92.39621","No","Yes","Yes","No","No","No","No","No"
"213","KWIK TRIP #213","5335 STACY TRL","STACY","MN","55079","(651) 408-0012","45.39657","-92.9974","Yes","Yes","Yes","No","No","No","Yes","No"
"414","KWIK TRIP #414","101 SCHUMANN DR NW","STEWARTVILLE","MN","55976","(507) 533-8835","43.87718","-92.4898","Yes","Yes","Yes","No","No","No","Yes","Yes"
"803","KWIK TRIP #803","410 MAIN ST N","STEWARTVILLE","MN","55976","(507) 533-9307","43.85834","-92.48814","No","Yes","No","No","No","No","No","No"
"415","KWIK TRIP #415","3550 SETTLERS WAY","STILLWATER","MN","55082","(651) 275-0668","45.05563","-92.86197","Yes","Yes","Yes","No","No","No","No","No"
"141","KWIK TRIP #141","1100 7TH AVE","TWO HARBORS","MN","55616","(218) 834-3749","47.02544","-91.68084","Yes","Yes","Yes","No","No","No","Yes","Yes"
"152","KWIK TRIP #152","3278 HIGHWAY 61 N","VADNAIS HEIGHTS","MN","55110","(651) 482-6176","45.04065","-93.03874","No","Yes","Yes","No","No","No","No","Yes"
"843","KWIK TRIP #843","106 HIAWATHA DR W","WABASHA","MN","55981","(651) 565-4543","44.37914","-92.0354","No","Yes","Yes","No","No","No","No","Yes"
"460","KWIK TRIP #460","809 VISTA BLVD","WACONIA","MN","55387","(952) 442-4373","44.84762","-93.77119","Yes","Yes","Yes","No","No","No","No","Yes"
"137","KWIK TRIP #137","106 10TH AVE S","WAITE PARK","MN","56387","(320) 252-0028","45.55012","-94.2292","Yes","Yes","Yes","No","No","No","No","Yes"
"160","KWIK TRIP #160","458 GREAT OAK DR","WAITE PARK","MN","56387","(320) 252-0977","45.56083","-94.22824","No","Yes","Yes","No","No","No","No","Yes"
"1034","KWIK TRIP #1034","100 15TH AVE NE","WASECA","MN","56093","(507) 835-3262","44.09236","-93.50668","Yes","Yes","Yes","No","No","No","No","Yes"
"442","KWIK TRIP #442","501 ELM AVE W","WASECA","MN","56093","(507) 835-3748","44.07721","-93.51323","Yes","Yes","Yes","No","No","No","No","No"
"945","KWIK TRIP #945","2000 1ST ST S","WILLMAR","MN","56201","(320) 235-2149","45.10224","-95.04371","Yes","Yes","Yes","No","No","No","No","Yes"
"944","KWIK TRIP #944","212 2ND ST SW","WILLMAR","MN","56201","(320) 235-2813","45.12197","-95.04591","No","Yes","Yes","No","No","No","No","Yes"
"937","KWIK TRIP #937","2550 HIGHWAY 12 E","WILLMAR","MN","56201","(320) 235-2132","45.12493","-95.00822","No","Yes","Yes","No","No","No","Yes","Yes"
"824","KWIK TRIP #824","770 E BROADWAY ST","WINONA","MN","55987","(507) 454-7888","44.04435","-91.6186","Yes","Yes","Yes","No","No","No","No","No"
"654","KWIK TRIP #654","375 COTTONWOOD DR","WINONA","MN","55987","(507) 452-3273","44.05427","-91.69078","No","Yes","No","No","No","No","No","No"
"810","KWIK TRIP #810","268 W SARNIA ST","WINONA","MN","55987","(507) 454-7511","44.04472","-91.64777","No","Yes","No","No","No","No","No","No"
"811","KWIK TRIP #811","872 W BROADWAY ST","WINONA","MN","55987","(507) 454-7793","44.05337","-91.66094","No","Yes","No","No","No","No","No","No"
"746","KWIK TRIP #746","1058 HOMER RD","WINONA","MN","55987","(507) 452-6943","44.02844","-91.62113","No","Yes","Yes","No","No","No","No","No"
"778","KWIK TRIP #778","1601 W 5TH ST","WINONA","MN","55987","(507) 454-6374","44.05431","-91.68113","No","Yes","No","No","No","No","No","No"
"407","KWIK TRIP #407","10100 HUDSON RD","WOODBURY","MN","55129","(651) 702-5255","44.94546","-92.90232","Yes","Yes","No","No","No","No","No","No"
"408","KWIK TRIP #408","8477 CITY CENTRE DR","WOODBURY","MN","55125","(651) 735-6600","44.92192","-92.93504","Yes","Yes","Yes","No","No","No","No","No"
"1028","KWIK TRIP #1028","1601 OXFORD ST","WORTHINGTON","MN","56187","(507) 376-6688","43.63124","-95.59004","Yes","Yes","Yes","No","No","No","Yes","Yes"
"463","KWIK TRIP #463","100 JEFFERSON DR","ZUMBROTA","MN","55992","(507) 732-5099","44.28281","-92.66761","Yes","Yes","Yes","No","No","No","Yes","Yes"
"885","KWIK TRIP #885","301 ELDERBERRY RD","ABBOTSFORD","WI","54405","(715) 223-0704","44.92801","-90.31212","No","Yes","Yes","No","No","No","Yes","Yes"
"774","KWIK TRIP #774","237 N MAIN ST","ADAMS","WI","53910","(608) 339-6991","43.96113","-89.81837","No","Yes","Yes","No","No","No","No","No"
"802","KWIK TRIP #802","603 N MAIN ST","ALMA","WI","54610","(608) 685-3879","44.32694","-91.91861","No","Yes","Yes","No","No","No","No","No"
"828","KWIK TRIP #828","2367 SPOONER AVE","ALTOONA","WI","54720","(715) 832-9432","44.80684","-91.4475","No","Yes","No","No","No","No","No","No"
"208","KWIK TRIP #208","2929 MEADOWLARK LN","ALTOONA","WI","54720","(715) 836-7309","44.8193","-91.45912","Yes","Yes","Yes","No","No","No","No","Yes"
"595","KWIK TRIP #595","855 KELLER AVE S","AMERY","WI","54001","(715) 268-2005","45.29629","-92.36633","Yes","Yes","Yes","No","No","No","Yes","Yes"
"451","KWIK TRIP #451","455 STATE HIGHWAY 64","ANTIGO","WI","54409","(715) 623-6655","45.1616","-89.14764","Yes","Yes","Yes","No","No","No","No","Yes"
"181","KWIK TRIP #181","730 E WISCONSIN AVE","APPLETON","WI","54911","(920) 830-1675","44.27319","-88.39634","No","Yes","No","No","No","No","No","No"
"678","KWIK TRIP #678","3232 S ONEIDA ST","APPLETON","WI","54915","(920) 830-0353","44.23185","-88.40328","No","Yes","No","No","No","No","No","No"
"200","KWIK TRIP #200","2120 E EDGEWOOD DR","APPLETON","WI","54913","(920) 830-1609","44.31694","-88.37231","Yes","Yes","Yes","No","No","No","No","Yes"
"182","KWIK TRIP #182","306 N RICHMOND ST","APPLETON","WI","54911","(920) 997-4598","44.26449","-88.41472","No","Yes","No","No","No","No","No","No"
"639","KWIK TRIP #639","2175 S MEMORIAL DR STE A","APPLETON","WI","54915","(920) 734-9260","44.24111","-88.41743","No","Yes","Yes","No","No","No","No","No"
"685","KWIK TRIP #685","4085 E CALUMET ST","APPLETON","WI","54915","(920) 749-9551","44.24323","-88.34386","No","Yes","Yes","No","No","No","No","No"
"556","TOBACCO OUTLET PLUS GROC #556","1342 W PROSPECT AVE","APPLETON","WI","54914","(920) 830-3046","44.25306","-88.42805","No","Yes","No","No","No","No","No","No"
"588","KWIK TRIP #588","11085 STATE HIGHWAY 70 E","ARBOR VITAE","WI","54568","(715) 358-3428","45.92032","-89.69458","No","Yes","Yes","No","No","No","Yes","No"
"413","KWIK TRIP #413","1625 E MAIN ST","ARCADIA","WI","54612","(608) 323-8058","44.25024","-91.47257","No","Yes","Yes","No","No","No","Yes","No"
"163","KWIK TRIP #163","515 ELLIS AVE","ASHLAND","WI","54806","(715) 682-0488","46.58815","-90.88129","Yes","Yes","Yes","No","No","No","No","Yes"
"110","KWIK TRIP #110","1814 LAKE SHORE DR W","ASHLAND","WI","54806","(715) 682-2195","46.58314","-90.90471","Yes","Yes","Yes","No","No","No","Yes","Yes"
"118","KWIK TRIP #118","2300 LAKE SHORE DR E","ASHLAND","WI","54806","(715) 682-2118","46.60412","-90.85499","Yes","Yes","Yes","No","No","No","Yes","Yes"
"125","KWIK TRIP #125","940 WAUBE LN","ASHWAUBENON","WI","54304","(920) 339-8890","44.46875","-88.08324","No","Yes","Yes","No","No","No","No","Yes"
"114","KWIK TRIP #114","2282 S RIDGE RD","ASHWAUBENON","WI","54304","(920) 497-1955","44.49222","-88.0718","Yes","Yes","No","No","No","No","No","No"
"430","KWIK TRIP #430","871 HANSEN RD","ASHWAUBENON","WI","54304","(920) 429-1150","44.47533","-88.07409","No","Yes","Yes","No","No","No","No","Yes"
"747","KWIK TRIP #747","1010 MAIN ST","BALDWIN","WI","54002","(715) 684-3545","44.96706","-92.37527","No","Yes","No","No","No","No","No","No"
