"","str","formatted.address","entity.type","confidence","lat","lng"
"","9495 NOBLE PKWY N, BROOKLYN PARK, MN, 55443","9495 Noble Pkwy N,MN,Hennepin County,United States,9495 Noble Pkwy N, Brooklyn Park, MN 55443,Brooklyn Park,55443","Address","High","45.126442","-93.336836"
"","1600 CESSNA ST, BUFFALO, MN, 55313","1600 Cessna St,MN,Wright County,United States,1600 Cessna St, Buffalo, MN 55313,Buffalo,55313","Address","High","45.154993","-93.847164"
"","1945 136TH ST W, BURNSVILLE, MN, 55337","1945 W 136th St,MN,Dakota County,United States,1945 W 136th St, Burnsville, MN 55337,Burnsville,55337","Address","High","44.7572785850112","-93.3033964614359"
"","501 CRYSTAL LAKE RD W, BURNSVILLE, MN, 55306","501 Crystal Lake Rd W,MN,Dakota County,United States,501 Crystal Lake Rd W, Burnsville, MN 55306,Burnsville,55306","Address","High","44.731084","-93.285611"
"","16 2ND AVE NW, BYRON, MN, 55920","16 2nd Ave NW,MN,Olmsted County,United States,16 2nd Ave NW, Byron, MN 55920,Byron,55920","Address","High","44.029448","-92.647225"
"","863 HIGH POINT DR NE, BYRON, MN, 55920","863 High Point Dr NE,MN,Olmsted County,United States,863 High Point Dr NE, Byron, MN 55920,Byron,55920","Address","High","44.03029","-92.631408"
"","608 ESCH DR, CALEDONIA, MN, 55921","608 Esch Dr,MN,Houston County,United States,608 Esch Dr, Caledonia, MN 55921,Caledonia,55921","Address","High","43.64047","-91.502351"
"","1711 HIGHWAY 210, CARLTON, MN, 55718","1711 Highway 210,MN,Carlton County,United States,1711 Highway 210, Carlton, MN 55718,Carlton,55718","Address","High","46.664032","-92.471782"
"","2201 W 78TH ST, CHANHASSEN, MN, 55317","2201 W 78th St,MN,Carver County,United States,2201 W 78th St, Chanhassen, MN 55317,Chanhassen,55317","Address","High","44.864248","-93.577977"
"","8921 CROSSROADS BLVD, CHANHASSEN, MN, 55317","8921 Crossroads Blvd,MN,Carver County,United States,8921 Crossroads Blvd, Chanhassen, MN 55317,Chanhassen,55317","Address","High","44.842304","-93.539793"
"","2900 N CHESTNUT ST, CHASKA, MN, 55318","2900 N Chestnut St,MN,Carver County,United States,2900 N Chestnut St, Chaska, MN 55318,Chaska,55318","Address","High","44.828853","-93.604202"
"","150 HIGHWAY 30 W, CHATFIELD, MN, 55923","150 Highway 30 W,MN,Olmsted County,United States,150 Highway 30 W, Chatfield, MN 55923,Chatfield,55923","Address","High","43.850571","-92.193232"
"","11085 LAKE BLVD, CHISAGO CITY, MN, 55013","11085 Lake Blvd,MN,Chisago County,United States,11085 Lake Blvd, Chisago City, MN 55013,Chisago City,55013","Address","High","45.37535","-92.882427"
"","3405 LAKE DR, CIRCLE PINES, MN, 55014","3405 Lake Dr,MN,United States,3405 Lake Dr, Circle Pines, MN 55014,Circle Pines,55014","Address","High","45.129981","-93.18343"
"","8191 179TH ST NW, CLEARWATER, MN, 55320","8191 179th St NW,MN,Wright County,United States,8191 179th St NW, Clearwater, MN 55320,Clearwater,55320","Address","High","45.410349","-94.060088"
"","1320 HIGHWAY 45, CLOQUET, MN, 55720","1320 Highway 45,MN,Carlton County,United States,1320 Highway 45, Cloquet, MN 55720,Cloquet,55720","Address","High","46.701861","-92.424185"
"","900 WASHINGTON AVE, CLOQUET, MN, 55720","900 Washington Ave,MN,Carlton County,United States,900 Washington Ave, Cloquet, MN 55720,Cloquet,55720","Address","High","46.706493","-92.455097"
"","235 NORTH RD, CLOQUET, MN, 55720","235 North Rd,MN,Carlton County,United States,235 North Rd, Cloquet, MN 55720,Cloquet,55720","Address","High","46.736018","-92.466479"
"","9250 SPRINGBROOK DR NW, COON RAPIDS, MN, 55433","9250 Springbrook Dr NW,MN,United States,9250 Springbrook Dr NW, Coon Rapids, MN 55433,Coon Rapids,55433","Address","High","45.138226","-93.274376"
"","42165 COUNTY ROAD 12, DAKOTA, MN, 55925","42165 County Road 12,MN,Winona County,United States,42165 County Road 12, Dakota, MN 55925,Dakota,55925","Address","High","43.923705","-91.438389"
"","1305 BABCOCK BLVD E, DELANO, MN, 55328","1305 Babcock Blvd E,MN,Wright County,United States,1305 Babcock Blvd E, Delano, MN 55328,Delano,55328","Address","High","45.034687","-93.770336"
"","408 2ND AVE NW, DODGE CENTER, MN, 55927","408 2nd Ave NW,MN,Dodge County,United States,408 2nd Ave NW, Dodge Center, MN 55927,Dodge Center,55927","Address","High","44.031927","-92.857334"
"","4215 GRAND AVE, DULUTH, MN, 55807","4215 Grand Ave,MN,St. Louis County,United States,4215 Grand Ave, Duluth, MN 55807,Duluth,55807","Address","High","46.749464","-92.155018"
"","2715 W MICHIGAN ST, DULUTH, MN, 55806","2715 W Michigan St,MN,St. Louis County,United States,2715 W Michigan St, Duluth, MN 55806,Duluth,55806","Address","High","46.760569","-92.132164"
"","110 S BOUNDARY AVE, DULUTH, MN, 55810","110 S Boundary Ave,MN,St. Louis County,United States,110 S Boundary Ave, Duluth, MN 55810,Duluth,55810","Address","High","46.74079","-92.216508"
"","4890 RICE LAKE RD, DULUTH, MN, 55803","4890 Rice Lake Rd,MN,St. Louis County,United States,4890 Rice Lake Rd, Duluth, MN 55803,Duluth,55803","Address","High","46.865007","-92.151723"
"","6 W CENTRAL ENTRANCE, DULUTH, MN, 55811","6 W Central Entrance,MN,St. Louis County,United States,6 W Central Entrance, Duluth, MN 55811,Duluth,55811","Address","High","46.79978","-92.132628"
"","6516 GRAND AVE, DULUTH, MN, 55807","6516 Grand Ave,MN,St. Louis County,United States,6516 Grand Ave, Duluth, MN 55807,Duluth,55807","Address","High","46.730536","-92.180519"
"","415 HESTER ST E, DUNDAS, MN, 55019","Hester St,MN,Rice County,United States,Hester St, Dundas, MN 55019,Dundas,55019","RoadBlock","Medium","44.4309816004453","-93.2068274994184"
"","3145 DODD RD STE A, EAGAN, MN, 55121","3145 Dodd Rd,MN,United States,3145 Dodd Rd, Eagan, MN 55121,Eagan,55121","Address","High","44.843727","-93.12389"
"","4600 SLATER RD, EAGAN, MN, 55122","4600 Slater Rd,MN,United States,4600 Slater Rd, Eagan, MN 55122,Eagan,55122","Address","High","44.789667","-93.223964"
"","380 SANDSTONE DR NW, EYOTA, MN, 55934","380 Sandstone Dr NW,MN,Olmsted County,United States,380 Sandstone Dr NW, Eyota, MN 55934,Eyota,55934","Address","High","43.997613","-92.248091"
"","217 S STATE ST, FAIRMONT, MN, 56031","217 S State St,MN,Martin County,United States,217 S State St, Fairmont, MN 56031,Fairmont,56031","Address","High","43.651492","-94.446335"
"","1112 2ND AVE NW, FARIBAULT, MN, 55021","1112 2nd Ave NW,MN,Rice County,United States,1112 2nd Ave NW, Faribault, MN 55021,Faribault,55021","Address","High","44.302989","-93.27215"
"","1508 9TH AVE SW, FARIBAULT, MN, 55021","1508 9th Ave SW,MN,Rice County,United States,1508 9th Ave SW, Faribault, MN 55021,Faribault,55021","Address","High","44.272336","-93.283113"
"","102 5TH AVE NE, FARIBAULT, MN, 55021","102 5th Ave NE,MN,Rice County,United States,102 5th Ave NE, Faribault, MN 55021,Faribault,55021","Address","High","44.291755","-93.261725"
"","1405 HIGHWAY 60 W, FARIBAULT, MN, 55021","1405 Highway 60 W,MN,Rice County,United States,1405 Highway 60 W, Faribault, MN 55021,Faribault,55021","Address","High","44.29382","-93.288832"
"","18290 PILOT KNOB RD, FARMINGTON, MN, 55024","18290 Pilot Knob Rd,MN,Dakota County,United States,18290 Pilot Knob Rd, Farmington, MN 55024,Farmington,55024","Address","High","44.684099","-93.176118"
"","217 ELM ST, FARMINGTON, MN, 55024","217 Elm St,MN,Dakota County,United States,217 Elm St, Farmington, MN 55024,Farmington,55024","Address","High","44.640685","-93.145575"
"","4868 208TH ST N, FOREST LAKE, MN, 55025","4868 208th St N,MN,Washington County,United States,4868 208th St N, Forest Lake, MN 55025,Forest Lake,55025","Address","High","45.251712","-93.008185"
"","2600 11TH ST E, GLENCOE, MN, 55336","2600 11th St E,MN,McLeod County,United States,2600 11th St E, Glencoe, MN 55336,Glencoe,55336","Address","High","44.769885","-94.127662"
"","415 MAIN AVE N, HARMONY, MN, 55939","415 Main Ave N,MN,Fillmore County,United States,415 Main Ave N, Harmony, MN 55939,Harmony,55939","Address","High","43.558709","-92.010635"
"","1630 VERMILLION ST, HASTINGS, MN, 55033","1630 Vermillion St,MN,Dakota County,United States,1630 Vermillion St, Hastings, MN 55033,Hastings,55033","Address","High","44.729016","-92.853039"
"","4805 MILLER TRUNK HIGHWAY, HERMANTOWN, MN, 55811","4805 Miller Trunk Hwy,MN,St. Louis County,United States,4805 Miller Trunk Hwy, Hermantown, MN 55811,Hermantown,55811","Address","High","46.823181","-92.186877"
"","4145 HAINES RD, HERMANTOWN, MN, 55811","4145 Haines Rd,MN,St. Louis County,United States,4145 Haines Rd, Hermantown, MN 55811,Hermantown,55811","Address","High","46.808154","-92.175578"
"","4978 MILLER TRUNK HIGHWAY, HERMANTOWN, MN, 55811","4978 Miller Trunk Hwy,MN,St. Louis County,United States,4978 Miller Trunk Hwy, Hermantown, MN 55811,Hermantown,55811","Address","High","46.833702","-92.206812"
"","460 MORRIS AVE, HINCKLEY, MN, 55037","460 Morris Ave,MN,Pine County,United States,460 Morris Ave, Hinckley, MN 55037,Hinckley,55037","Address","High","46.0097","-92.925782"
"","HWYS 16 44, HOKAH, MN, 55941","44 County Hwy-16,MN,Olmsted County,United States,44 County Hwy-16, Rochester, MN 55904,Rochester,55904","Address","Low","43.91764","-92.468733"
"","14730 VICTOR HUGO BLVD N, HUGO, MN, 55038","14730 Victor Hugo Blvd N,MN,Washington County,United States,14730 Victor Hugo Blvd N, Hugo, MN 55038,Hugo,55038","Address","High","45.16427","-93.01792"
"","10 DENVER AVE SE, HUTCHINSON, MN, 55350","10 Denver Ave SE,MN,McLeod County,United States,10 Denver Ave SE, Hutchinson, MN 55350,Hutchinson,55350","Address","High","44.87007","-94.374195"
"","400 E DUAL BLVD, ISANTI, MN, 55040","400 E Dual Blvd NE,MN,Isanti County,United States,400 E Dual Blvd NE, Isanti, MN 55040,Isanti,55040","Address","High","45.493403","-93.240843"
"","200 8TH ST SE, KASSON, MN, 55944","200 8th St SE,MN,Dodge County,United States,200 8th St SE, Kasson, MN 55944,Kasson,55944","Address","High","44.021482","-92.746931"
"","115 S KNOWLTON ST, KELLOGG, MN, 55945","115 S Knowlton St,MN,Wabasha County,United States,115 S Knowlton St, Kellogg, MN 55945,Kellogg,55945","Address","High","44.306964","-92.004103"
"","319 S 3RD ST, LA CRESCENT, MN, 55947","319 S 3rd St,MN,Houston County,United States,319 S 3rd St, La Crescent, MN 55947,La Crescent,55947","Address","High","43.825585","-91.305183"
"","216 N 4TH ST, LA CRESCENT, MN, 55947","216 N 4th St,MN,Houston County,United States,216 N 4th St, La Crescent, MN 55947,La Crescent,55947","Address","High","43.833338","-91.302212"
"","994 W LYON AVE, LAKE CITY, MN, 55041","994 W Lyon Ave,MN,Wabasha County,United States,994 W Lyon Ave, Lake City, MN 55041,Lake City,55041","Address","High","44.443214","-92.275492"
"","119 N LAKESHORE DR, LAKE CITY, MN, 55041","119 N Lakeshore Dr,MN,Wabasha County,United States,119 N Lakeshore Dr, Lake City, MN 55041,Lake City,55041","Address","High","44.449541","-92.267253"
"","9955 HUDSON BLVD N, LAKE ELMO, MN, 55042","9955 Hudson Blvd N,MN,Washington County,United States,9955 Hudson Blvd N, Lake Elmo, MN 55042,Lake Elmo,55042","Address","High","44.950636","-92.904297"
"","8513 5TH ST N, LAKE ELMO, MN, 55042","5th St N,MN,Washington County,United States,5th St N, Lake Elmo, MN 55042,Lake Elmo,55042","RoadBlock","Medium","44.9582839579325","-92.9303614536469"
"","17388 GLACIER WAY, LAKEVILLE, MN, 55044","17388 Glacier Way,MN,Dakota County,United States,17388 Glacier Way, Lakeville, MN 55044,Lakeville,55044","Address","High","44.697768","-93.218435"
"","20187 DODD BLVD, LAKEVILLE, MN, 55044","20187 Dodd Blvd,MN,Dakota County,United States,20187 Dodd Blvd, Lakeville, MN 55044,Lakeville,55044","Address","High","44.657396","-93.253298"
"","16260 KENRICK AVE, LAKEVILLE, MN, 55044","16260 Kenrick Ave,MN,Dakota County,United States,16260 Kenrick Ave, Lakeville, MN 55044,Lakeville,55044","Address","High","44.713279","-93.278442"
"","195 COUNTY ROAD 25, LEWISTON, MN, 55952","195 County Road 25,MN,Winona County,United States,195 County Road 25, Lewiston, MN 55952,Lewiston,55952","Address","High","43.987557","-91.859578"
"","1549 MADISON AVE, MANKATO, MN, 56001","1549 Madison Ave,MN,Blue Earth County,United States,1549 Madison Ave, Mankato, MN 56001,Mankato,56001","Address","High","44.16627","-93.964969"
"","1701 PREMIER DR, MANKATO, MN, 56001","1701 Premier Dr,MN,Blue Earth County,United States,1701 Premier Dr, Mankato, MN 56001,Mankato,56001","Address","High","44.188115","-93.950284"
"","921 CONEFLOWER DR, MANKATO, MN, 56001","921 Coneflower Dr,MN,Blue Earth County,United States,921 Coneflower Dr, Mankato, MN 56001,Mankato,56001","Address","High","44.156517","-93.945877"
"","1701 MONKS AVE, MANKATO, MN, 56001","1701 Monks Ave,MN,Blue Earth County,United States,1701 Monks Ave, Mankato, MN 56001,Mankato,56001","Address","High","44.144502","-93.988425"
"","1271 N RIVER DR, MANKATO, MN, 56001","1271 N River Dr,MN,Blue Earth County,United States,1271 N River Dr, Mankato, MN 56001,Mankato,56001","Address","High","44.187905","-94.012655"
"","17 STOLTZMAN RD, MANKATO, MN, 56001","17 Stoltzman Rd,MN,Blue Earth County,United States,17 Stoltzman Rd, Mankato, MN 56001,Mankato,56001","Address","High","44.159513","-94.014489"
"","1291 RAINTREE RD, MANKATO, MN, 56001","1291 Raintree Rd,MN,Blue Earth County,United States,1291 Raintree Rd, Mankato, MN 56001,Mankato,56001","Address","High","44.177927","-93.967571"
"","920 1ST ST E, MILACA, MN, 56353","920 1st St E,MN,Mille Lacs County,United States,920 1st St E, Milaca, MN 56353,Milaca,56353","Address","High","45.756904","-93.639041"
"","7020 HIGHWAY 61 W, MINNESOTA CITY, MN, 55959","7020 Highway 61 W,MN,Winona County,United States,7020 Highway 61 W, Minnesota City, MN 55959,Minnesota City,55959","Address","High","44.077451","-91.731657"
"","9440 STATE HIGHWAY 25 NE, MONTICELLO, MN, 55362","9440 State Highway 25 NE,MN,Wright County,United States,9440 State Highway 25 NE, Monticello, MN 55362,Monticello,55362","Address","High","45.28729","-93.803744"
"","9855 HART BLVD, MONTICELLO, MN, 55362","9855 Hart Blvd,MN,Wright County,United States,9855 Hart Blvd, Monticello, MN 55362,Monticello,55362","Address","High","45.293577","-93.767499"
"","4694 OPPORTUNITY DR, MOOSE LAKE, MN, 55767","4694 Opportunity Dr,MN,Carlton County,United States,4694 Opportunity Dr, Moose Lake, MN 55767,Moose Lake,55767","Address","High","46.433158","-92.755362"
"","707 MCLEAN ST, MORA, MN, 55051","707 McLean St,MN,Kanabec County,United States,707 McLean St, Mora, MN 55051,Mora,55051","Address","High","45.868713","-93.295233"
"","101 CHALUPSKY AVE NE, NEW PRAGUE, MN, 56071","101 Chalupsky Ave NE,MN,Scott County,United States,101 Chalupsky Ave NE, New Prague, MN 56071,New Prague,56071","Address","High","44.5439926116129","-93.5562939102135"
"","100 4TH AVE NW, NEW PRAGUE, MN, 56071","100 4th Ave NW,MN,Scott County,United States,100 4th Ave NW, New Prague, MN 56071,New Prague,56071","Address","High","44.544214","-93.585714"
"","1521 S BROADWAY ST, NEW ULM, MN, 56073","1521 S Broadway St,MN,Brown County,United States,1521 S Broadway St, New Ulm, MN 56073,New Ulm,56073","Address","High","44.297451","-94.445384"
"","6849 SAINT CROIX TRL, NORTH BRANCH, MN, 55056","6849 Saint Croix Trail,MN,Chisago County,United States,6849 Saint Croix Trail, North Branch, MN 55056,North Branch,55056","Address","High","45.511215","-92.96923"
"","5435 SAINT CROIX TRL, NORTH BRANCH, MN, 55056","5435 Saint Croix Trail,MN,Chisago County,United States,5435 Saint Croix Trail, North Branch, MN 55056,North Branch,55056","Address","High","45.508949","-92.998488"
"","1740 COMMERCE DR, NORTH MANKATO, MN, 56003","1740 Commerce Dr,MN,Nicollet County,United States,1740 Commerce Dr, North Mankato, MN 56003,North Mankato,56003","Address","High","44.179544","-94.036604"
"","500 LAUREL CT, NORTHFIELD, MN, 55057","500 Laurel Ct,MN,Rice County,United States,500 Laurel Ct, Northfield, MN 55057,Northfield,55057","Address","High","44.454456","-93.167116"
"","520 REFORM ST N, NORWOOD YOUNG AMERICA, MN, 55368","520 Reform St N,MN,Carver County,United States,520 Reform St N, Norwood Young America, MN 55368,Norwood Young America,55368","Address","High","44.773167","-93.928349"
"","12585 58TH ST N, OAK PARK HEIGHTS, MN, 55082","12585 58th St N,MN,Washington County,United States,12585 58th St N, Oak Park Heights, MN 55082,Oak Park Heights,55082","Address","High","45.032776","-92.852279"
"","3355 HADLEY AVE N, OAKDALE, MN, 55128","3355 Hadley Ave N,MN,United States,3355 Hadley Ave N, Oakdale, MN 55128,Oakdale,55128","Address","High","44.997055","-92.963882"
"","16401 72ND ST NE, OTSEGO, MN, 55330","16401 72nd St NE,MN,Sherburne County,United States,16401 72nd St NE, Otsego, MN 55330,Otsego,55330","Address","High","45.252974","-93.552229"
"","135 LANDMARK DR NE, OWATONNA, MN, 55060","135 Landmark Dr NE,MN,Steele County,United States,135 Landmark Dr NE, Owatonna, MN 55060,Owatonna,55060","Address","High","44.110296","-93.225051"
"","1075 W FRONTAGE RD, OWATONNA, MN, 55060","1075 W Frontage Rd,MN,Steele County,United States,1075 W Frontage Rd, Owatonna, MN 55060,Owatonna,55060","Address","High","44.095707","-93.25377"
"","320 MINERAL SPRINGS RD, OWATONNA, MN, 55060","320 Mineral Springs Rd,MN,Steele County,United States,320 Mineral Springs Rd, Owatonna, MN 55060,Owatonna,55060","Address","High","44.090242","-93.219372"
"","410 HOFFMAN DR, OWATONNA, MN, 55060","410 Hoffman Dr,MN,Steele County,United States,410 Hoffman Dr, Owatonna, MN 55060,Owatonna,55060","Address","High","44.088466","-93.230697"
"","2270 NW 46TH ST, OWATONNA, MN, 55060","2270 NW 46th St,MN,Steele County,United States,2270 NW 46th St, Owatonna, MN 55060,Owatonna,55060","Address","High","44.139783","-93.252504"
"","1220 S OAK AVE, OWATONNA, MN, 55060","1220 S Oak Ave,MN,Steele County,United States,1220 S Oak Ave, Owatonna, MN 55060,Owatonna,55060","Address","High","44.070972","-93.229094"
"","645 OPPORTUNITY PARK DR, PAYNESVILLE, MN, 56362","645 Opportunity Park Dr,MN,Stearns County,United States,645 Opportunity Park Dr, Paynesville, MN 56362,Paynesville,56362","Address","High","45.375705","-94.733078"
"","100 1ST ST NE, PINE ISLAND, MN, 55963","100 1st St NE,MN,Goodhue County,United States,100 1st St NE, Pine Island, MN 55963,Pine Island,55963","Address","High","44.204764","-92.645784"
"","95 4TH AVE SE, PLAINVIEW, MN, 55964","95 4th Ave SE,MN,Wabasha County,United States,95 4th Ave SE, Plainview, MN 55964,Plainview,55964","Address","High","44.160667","-92.16586"
"","1605 ANNAPOLIS LN N, PLYMOUTH, MN, 55441","1605 Annapolis Ln N,MN,Hennepin County,United States,1605 Annapolis Ln N, Plymouth, MN 55441,Plymouth,55441","Address","High","44.9972037","-93.4546075"
"","707 NORTHLAND DR, PRINCETON, MN, 55371","707 Northland Dr,MN,Mille Lacs County,United States,707 Northland Dr, Princeton, MN 55371,Princeton,55371","Address","High","45.556867","-93.585535"
"","16751 FISH POINT RD SE, PRIOR LAKE, MN, 55372","16751 Fish Point Rd SE,MN,Scott County,United States,16751 Fish Point Rd SE, Prior Lake, MN 55372,Prior Lake,55372","Address","High","44.707529","-93.410488"
"","915 MAIN ST, RED WING, MN, 55066","915 Main St,MN,Goodhue County,United States,915 Main St, Red Wing, MN 55066,Red Wing,55066","Address","High","44.563081","-92.54109"
"","4820 HIGHWAY 61 W, RED WING, MN, 55066","4820 Highway 61 W,MN,Goodhue County,United States,4820 Highway 61 W, Red Wing, MN 55066,Red Wing,55066","Address","High","44.567717","-92.624774"
"","301 W 7TH ST, RED WING, MN, 55066","301 W 7th St,MN,Goodhue County,United States,301 W 7th St, Red Wing, MN 55066,Red Wing,55066","Address","High","44.562591","-92.528318"
"","2109 2ND ST SW, ROCHESTER, MN, 55902","2109 2nd St SW,MN,Olmsted County,United States,2109 2nd St SW, Rochester, MN 55902,Rochester,55902","Address","High","44.02238","-92.496011"
"","4760 COMMERCIAL DR SW, ROCHESTER, MN, 55902","4760 Commercial Dr SW,MN,Olmsted County,United States,4760 Commercial Dr SW, Rochester, MN 55902,Rochester,55902","Address","High","43.954054","-92.471376"
"","4120 HIGHWAY 52 N, ROCHESTER, MN, 55901","4120 Highway 52 N,MN,Olmsted County,United States,4120 Highway 52 N, Rochester, MN 55901,Rochester,55901","Address","High","44.065975","-92.502522"
"","1933 BROADWAY AVE S, ROCHESTER, MN, 55904","1933 S Broadway,MN,Olmsted County,United States,1933 S Broadway, Rochester, MN 55904,Rochester,55904","Address","High","43.9934425","-92.4630933"
"","6413 BANDEL RD NW, ROCHESTER, MN, 55901","6413 Bandel Rd NW,MN,Olmsted County,United States,6413 Bandel Rd NW, Rochester, MN 55901,Rochester,55901","Address","High","44.092127","-92.510392"
"","1990 SCOTT RD NW, ROCHESTER, MN, 55901","1990 Scott Rd NW,MN,Olmsted County,United States,1990 Scott Rd NW, Rochester, MN 55901,Rochester,55901","Address","High","44.044446","-92.51478"
"","3531 9TH ST NW, ROCHESTER, MN, 55901","3531 9th St NW,MN,Olmsted County,United States,3531 9th St NW, Rochester, MN 55901,Rochester,55901","Address","High","44.035014","-92.518103"
"","560 11TH AVE NW, ROCHESTER, MN, 55901","560 11th Ave NW,MN,Olmsted County,United States,560 11th Ave NW, Rochester, MN 55901,Rochester,55901","Address","High","44.028994","-92.478163"
"","2335 26TH ST NE, ROCHESTER, MN, 55906","2335 26th St NE,MN,Olmsted County,United States,2335 26th St NE, Rochester, MN 55906,Rochester,55906","Address","High","44.050417","-92.430077"
"","1221 MARION RD SE, ROCHESTER, MN, 55904","1221 Marion Rd SE,MN,Olmsted County,United States,1221 Marion Rd SE, Rochester, MN 55904,Rochester,55904","Address","High","44.007496","-92.441558"
"","3111 WELLNER DR NE, ROCHESTER, MN, 55906","3111 Wellner Dr NE,MN,Olmsted County,United States,3111 Wellner Dr NE, Rochester, MN 55906,Rochester,55906","Address","High","44.056457","-92.453642"
"","1350 SALEM RD SW, ROCHESTER, MN, 55902","1350 Salem Rd SW,MN,Olmsted County,United States,1350 Salem Rd SW, Rochester, MN 55902,Rochester,55902","Address","High","44.003986","-92.486554"
"","3520 SARAH PL NW, ROCHESTER, MN, 55901","3520 3rd Pl NW,MN,Olmsted County,United States,3520 3rd Pl NW, Rochester, MN 55901,Rochester,55901","Address","Low","44.027885","-92.5172017"
"","3490 55TH ST NW, ROCHESTER, MN, 55901","3490 55th St NW,MN,Olmsted County,United States,3490 55th St NW, Rochester, MN 55901,Rochester,55901","Address","High","44.079059","-92.51572"
"","315 12TH ST SE, ROCHESTER, MN, 55904","315 12th St SE,MN,Olmsted County,United States,315 12th St SE, Rochester, MN 55904,Rochester,55904","Address","High","44.007407","-92.457894"
"","8090 COUNTY ROAD 50, ROCKFORD, MN, 55373","8090 County Road 50,MN,Wright County,United States,8090 County Road 50, Rockford, MN 55373,Rockford,55373","Address","High","45.086235","-93.732899"
"","14810 S ROBERT TRL, ROSEMOUNT, MN, 55068","14810 S Robert Trail,MN,Dakota County,United States,14810 S Robert Trail, Rosemount, MN 55068,Rosemount,55068","Address","High","44.735027","-93.125761"
"","1225 W 4TH ST, RUSH CITY, MN, 55069","1225 W 4th St,MN,Chisago County,United States,1225 W 4th St, Rush City, MN 55069,Rush City,55069","Address","High","45.685063","-92.982027"
"","110 STATE ROAD 16, RUSHFORD, MN, 55971","110 State Road 16,MN,Fillmore County,United States,110 State Road 16, Rushford, MN 55971,Rushford,55971","Address","High","43.80524","-91.754641"
"","8800 HIGHWAY 7, SAINT BONIFACIUS, MN, 55375","8800 Highway 7,MN,Hennepin County,United States,8800 Highway 7, St Bonifacius, MN 55375,St Bonifacius,55375","Address","High","44.901299","-93.748477"
"","160 E 6TH ST, SAINT CHARLES, MN, 55972","160 E 6th St,MN,Winona County,United States,160 E 6th St, St Charles, MN 55972,St Charles,55972","Address","High","43.971542","-92.063927"
"","6250 COUNTY ROAD 120, SAINT CLOUD, MN, 56303","6250 County Road 120,MN,Stearns County,United States,6250 County Road 120, St Cloud, MN 56303,St Cloud,56303","Address","High","45.585896","-94.238314"
"","725 44TH AVE N, SAINT CLOUD, MN, 56303","725 44th Ave N,MN,Stearns County,United States,725 44th Ave N, St Cloud, MN 56303,St Cloud,56303","Address","High","45.565351","-94.215294"
"","2211 W DIVISION ST, SAINT CLOUD, MN, 56301","2211 W Division St,MN,Stearns County,United States,2211 W Division St, St Cloud, MN 56301,St Cloud,56301","Address","High","45.553459","-94.184807"
"","750 15TH AVE SE, SAINT CLOUD, MN, 56304","750 15th Ave SE,MN,Stearns County,United States,750 15th Ave SE, St Cloud, MN 56304,St Cloud,56304","Address","High","45.557271","-94.129575"
"","3705 23RD ST S, SAINT CLOUD, MN, 56301","3705 23rd St S,MN,Stearns County,United States,3705 23rd St S, St Cloud, MN 56301,St Cloud,56301","Address","High","45.538736","-94.204511"
"","1230 HIGHWAY 23 E, SAINT CLOUD, MN, 56304","1230 Highway 23 E,MN,Stearns County,United States,1230 Highway 23 E, St Cloud, MN 56304,St Cloud,56304","Address","High","45.567143","-94.134354"
"","4020 233RD AVE NW, SAINT FRANCIS, MN, 55070","4020 233rd Ave NW,MN,Anoka County,United States,4020 233rd Ave NW, St Francis, MN 55070,St Francis,55070","Address","High","45.392231","-93.368414"
"","15 20TH AVE SE, SAINT JOSEPH, MN, 56374","15 20th St SE,MN,Stearns County,United States,15 20th St SE, St Joseph, MN 56374,St Joseph,56374","Address","High","45.564106","-94.291444"
"","200 2ND AVE NW, SAINT JOSEPH, MN, 56374","200 2nd Ave NW,MN,Stearns County,United States,200 2nd Ave NW, St Joseph, MN 56374,St Joseph,56374","Address","High","45.566908","-94.321987"
"","4400 O DAY AVE NE, SAINT MICHAEL, MN, 55376","4400 Oday Ave NE,MN,Wright County,United States,4400 Oday Ave NE, St Michael, MN 55376,St Michael,55376","Address","High","45.21769","-93.598303"
"","1305 S MINNESOTA AVE, SAINT PETER, MN, 56082","1305 S Minnesota Ave,MN,Nicollet County,United States,1305 S Minnesota Ave, St Peter, MN 56082,St Peter,56082","Address","High","44.314706","-93.964115"
"","105 2ND ST S, SARTELL, MN, 56377","105 2nd St S,MN,Stearns County,United States,105 2nd St S, Sartell, MN 56377,Sartell,56377","Address","High","45.615784","-94.205277"
"","245 18TH ST N, SAUK RAPIDS, MN, 56379","245 18th St N,MN,Benton County,United States,245 18th St N, Sauk Rapids, MN 56379,Sauk Rapids,56379","Address","High","45.610288","-94.176361"
"","14175 VERNON AVE S, SAVAGE, MN, 55378","14175 Vernon Ave S,MN,Scott County,United States,14175 Vernon Ave S, Savage, MN 55378,Savage,55378","Address","High","44.74739","-93.350636"
"","8225 CROSSINGS BLVD, SHAKOPEE, MN, 55379","8225 Crossings Blvd,MN,Scott County,United States,8225 Crossings Blvd, Shakopee, MN 55379,Shakopee,55379","Address","High","44.771441","-93.412668"
"","1522 VIERLING DR E, SHAKOPEE, MN, 55379","1522 Vierling Dr E,MN,Scott County,United States,1522 Vierling Dr E, Shakopee, MN 55379,Shakopee,55379","Address","High","44.780639","-93.504443"
"","455 CONCORD ST S, SOUTH ST PAUL, MN, 55075","455 Concord St S,MN,Dakota County,United States,455 Concord St S, South St Paul, MN 55075,South St Paul,55075","Address","High","44.884323","-93.031082"
